,Formatted UWI,Gas Anal Doc Source,Gas Analysis Quality,Gas Sample Date,Gas Sample Point,Intrvl Base,Intrvl Top,Reserv Fluid Crit Pressure,Reserv Fluid Crit Temp,Reserv Gas Rel Dens,Sep Gas Liq Ratio,Sep Liq Molar Mass,Sep Liq Rel Dens
528,00/11-27-062-20W5/0,Unknown,Unknown,10/6/1967 00:00:00,Recombination (EUB Calculated),3185.5,3182.4,5387.0,244.0,0.803,166600.0,60.3,0.624
529,00/11-27-062-20W5/0,Unknown,Unknown,12/12/1968 00:00:00,Wellhead,1950.7,1949.5,4589.0,221.9,0.747,,,
530,00/11-27-062-20W5/0,Unknown,Unknown,5/22/1980 00:00:00,Recombination (Submitted),1959.5,1949.8,4660.0,205.9,0.642,,,
531,00/11-21-064-25W5/0,Fluid Analyses Microfiche,Unknown,12/13/1973 00:00:00,Other,3081.53,3057.14,4998.19,234.9,0.812,,,
532,00/11-21-064-25W5/0,Fluid Analyses Microfiche,Unknown,12/14/1973 00:00:00,Other,3081.53,3057.14,5262.49,263.4,0.943,,,
533,00/11-21-064-25W5/0,Fluid Analyses Microfiche,Unknown,1/7/1974 00:00:00,Other,3877.06,3083.05,4259.02,269.7,1.144,,,
534,00/10-18-065-23W5/0,Electronic,Unknown,6/21/2009 00:00:00,Other,3429.3,3424.4,4569.23,222.1,0.746,,,
535,00/10-18-065-23W5/0,Fluid Analyses Microfiche,Unknown,11/10/1962 00:00:00,Reservoir Fluid Other,3445.5,3424.4,4568.0,254.3,0.901,,,
536,00/10-18-065-23W5/0,Fluid Analyses Microfiche,Unknown,6/11/1963 00:00:00,Other,3445.46,3424.37,4568.77,254.2,0.901,,,
537,00/10-18-065-23W5/0,Fluid Analyses Microfiche,Unknown,9/9/1968 00:00:00,Other,3445.46,3424.37,2946.68,515.6,3.2,,,
538,00/12-35-061-18W5/0,Electronic,Unknown,8/16/2003 00:00:00,Reservoir Fluid Other,1883.0,1606.0,4587.0,210.0,0.669,,,
539,00/12-35-061-18W5/0,Electronic,Unknown,8/8/2008 00:00:00,Meter Run,1611.0,1060.0,4618.6,209.7,0.666,,,
540,00/12-35-061-18W5/0,Electronic,Unknown,11/18/2010 00:00:00,Meter Run,1611.0,1606.0,4546.92,211.2,0.703,,,
541,00/12-35-061-18W5/0,Electronic,Unknown,8/12/2011 00:00:00,Meter Run,1868.9,1606.0,4557.33,200.5,0.622,,,
542,00/12-35-061-18W5/0,Electronic,Unknown,1/6/2014 00:00:00,Meter Run,1868.9,1606.0,4634.37,205.4,0.64,,,
543,00/12-35-061-18W5/0,Electronic,Unknown,10/10/2014 00:00:00,Meter Run,1868.9,1606.0,4604.97,206.9,0.657,,,
544,00/12-35-061-18W5/0,Electronic,Unknown,8/14/2016 00:00:00,Meter Run,1868.9,1606.0,4622.24,208.6,0.66,,,
545,00/12-35-061-18W5/0,Fluid Analyses Microfiche,Unknown,4/1/1976 00:00:00,Other,3062.02,3029.71,4536.52,215.1,0.715,,,
546,00/12-35-061-18W5/0,Fluid Analyses Microfiche,Unknown,4/3/1976 00:00:00,Drill Stem Test,1611.17,1604.77,4531.56,206.4,0.686,,,
547,00/12-35-061-18W5/0,Fluid Analyses Microfiche,Unknown,4/3/1976 00:00:00,Other,1611.17,1604.77,4510.36,202.6,0.69,,,
548,00/12-35-061-18W5/0,Fluid Analyses Microfiche,Unknown,4/4/1976 00:00:00,Drill Stem Test,1876.04,1860.8,4588.76,201.0,0.627,,,
549,00/12-35-061-18W5/0,Fluid Analyses Microfiche,Unknown,4/4/1976 00:00:00,Other,1876.04,1860.8,4547.82,199.2,0.657,,,
550,00/12-35-061-18W5/0,Fluid Analyses Microfiche,Unknown,4/5/1976 00:00:00,Drill Stem Test,1991.87,1979.68,4553.54,220.2,0.727,,,
551,00/12-35-061-18W5/0,Unknown,Fair,8/2/1978 00:00:00,Recombination (EUB Calculated),1868.9,1865.3,4647.0,207.4,0.652,950000.0,122.6,0.815
552,00/06-13-060-18W5/0,AOFP/Pressure File,Unknown,5/10/1984 00:00:00,Recombination (EUB Calculated),1976.9,1975.1,4615.0,210.6,0.672,394400.0,121.5,0.76
553,00/06-13-060-18W5/0,AOFP/Pressure File,Unknown,7/25/1988 00:00:00,Reservoir Fluid Other,1976.9,1975.1,4607.0,208.7,0.669,,,
554,00/06-13-060-18W5/0,Electronic,Unknown,8/2/2001 00:00:00,Reservoir Fluid Other,1976.9,1975.1,4622.0,209.9,0.666,,,
555,00/06-13-060-18W5/0,Fluid Analyses Microfiche,Unknown,3/5/1977 00:00:00,Other,1978.15,1950.11,4599.42,209.9,0.656,,,
556,00/06-13-060-18W5/0,Fluid Analyses Microfiche,Unknown,10/5/1981 00:00:00,Wellhead,1976.9,1975.1,4627.17,206.9,0.642,,,
557,00/06-13-060-18W5/0,Fluid Analyses Microfiche,Unknown,1/27/1983 00:00:00,Meter Run,1976.9,1975.1,4619.79,209.0,0.657,,,
558,00/06-13-060-18W5/0,Fluid Analyses Microfiche,Unknown,1/27/1983 00:00:00,Other,1976.9,1975.1,4620.38,211.3,0.668,,,
559,00/06-13-060-18W5/0,Unknown,Unknown,4/13/1977 00:00:00,First Stage Separator,1981.8,1980.0,4623.0,212.0,0.675,,,
560,00/12-33-055-13W5/0,Fluid Analyses Microfiche,Unknown,1/9/1963 00:00:00,Other,2072.03,2062.89,4611.84,239.8,0.84,,,
561,00/12-33-055-13W5/0,Unknown,Unknown,1/9/1963 00:00:00,Reservoir Fluid Other,2072.0,2062.9,4610.0,239.7,0.841,,,
562,00/07-22-063-24W5/0,Fluid Analyses Microfiche,Unknown,12/18/1976 00:00:00,Other,2223.21,2214.07,4585.4,208.8,0.655,,,
563,00/07-22-063-24W5/0,Fluid Analyses Microfiche,Unknown,3/10/1980 00:00:00,Other,2220.5,2215.6,4641.48,214.0,0.685,,,
564,00/14-29-048-06W5/0,Fluid Analyses Microfiche,Unknown,11/4/1953 00:00:00,Other,896.42,875.08,4580.33,190.1,0.566,,,
565,00/06-34-054-15W5/0,AOFP/Pressure File,Unknown,12/4/1986 00:00:00,Recombination (EUB Calculated),3196.1,3191.9,5137.0,221.3,0.719,87940.0,87.2,0.715
566,00/06-34-054-15W5/0,Fluid Analyses Microfiche,Unknown,12/4/1986 00:00:00,Gas/Liquid Other,3196.1,3191.9,5141.0,221.0,0.714,,73.9,0.655
567,00/06-34-054-15W5/0,Unknown,Unknown,5/3/1971 00:00:00,Reservoir Fluid Other,3196.1,3191.9,5090.0,218.7,0.71,,,
568,00/06-34-054-15W5/0,Unknown,Unknown,5/3/1971 00:00:00,Reservoir Fluid Other,3196.1,3191.9,5454.0,252.6,0.877,,,
569,00/06-34-054-15W5/0,Unknown,Unknown,8/4/1971 00:00:00,Gas/Liquid Other,3196.1,3191.9,5079.0,219.0,0.713,,107.4,0.7
570,00/12-01-064-24W5/0,Electronic,Unknown,3/1/1997 00:00:00,Meter Run,1594.7,1590.1,4594.91,211.9,0.675,,104.2,0.732
571,00/12-01-064-24W5/0,Electronic,Unknown,12/11/1997 00:00:00,First Stage Separator,1594.7,1590.1,4587.09,212.5,0.678,,99.5,0.723
572,00/12-01-064-24W5/0,Electronic,Unknown,12/11/1997 00:00:00,First Stage Separator,1594.7,1590.1,4590.75,208.2,0.655,,97.8,0.725
573,00/12-01-064-24W5/0,Electronic,Unknown,7/22/1999 00:00:00,Other,1594.7,1590.1,4585.58,213.4,0.685,,109.5,0.747
574,00/12-01-064-24W5/0,Electronic,Unknown,3/10/2001 00:00:00,First Stage Separator,1594.7,1590.1,4587.94,212.5,0.678,,,
575,00/12-01-064-24W5/0,Electronic,Unknown,1/12/2007 00:00:00,Meter Run,1594.7,1590.1,4600.09,210.8,0.672,,,
576,00/12-01-064-24W5/0,Electronic,Unknown,10/17/2007 00:00:00,Other,1594.7,1590.1,4595.12,211.8,0.681,,,
577,00/12-01-064-24W5/0,Electronic,Unknown,3/1/2008 00:00:00,Meter Run,1594.7,1590.1,4592.03,212.5,0.684,,,
578,00/12-01-064-24W5/0,Electronic,Unknown,3/4/2009 00:00:00,Other,1594.7,1590.1,4586.77,213.9,0.689,,,
579,00/12-01-064-24W5/0,Electronic,Unknown,4/2/2012 00:00:00,Meter Run,1594.7,1590.1,4589.69,213.4,0.688,,,
580,00/12-01-064-24W5/0,Electronic,Unknown,4/2/2012 00:00:00,Other,1594.7,1590.1,4600.89,212.8,0.684,,,
581,00/12-01-064-24W5/0,Fluid Analyses Microfiche,Unknown,11/1/1961 00:00:00,Other,1593.8,1591.97,4590.03,210.3,0.667,,,
582,00/12-01-064-24W5/0,Fluid Analyses Microfiche,Unknown,3/29/1969 00:00:00,Other,1594.71,1590.14,4544.73,209.6,0.693,,,
583,00/12-01-064-24W5/0,Fluid Analyses Microfiche,Unknown,3/29/1969 00:00:00,Other,1594.71,1590.14,4599.85,213.6,0.681,,,
584,00/12-01-064-24W5/0,Fluid Analyses Microfiche,Unknown,2/27/1981 00:00:00,Other,1594.0,1592.0,4581.12,211.0,0.667,,,
585,00/12-01-064-24W5/0,Fluid Analyses Microfiche,Unknown,2/27/1981 00:00:00,Other,1594.0,1592.0,4586.52,209.8,0.658,,,
586,00/12-01-064-24W5/0,Unknown,Unknown,8/28/1961 00:00:00,Recombination (EUB Calculated),1594.7,1590.1,4598.0,214.2,0.686,92190.0,55.6,0.579
587,00/12-01-064-24W5/0,Unknown,Unknown,6/27/1973 00:00:00,Reservoir Fluid Other,1594.7,1590.8,4591.0,212.5,0.678,,,
588,00/04-18-065-23W5/0,Electronic,Unknown,3/30/2006 00:00:00,First Stage Separator,3446.4,3413.6,4585.86,221.4,0.737,,108.0,0.73
589,00/11-05-055-15W5/0,Fluid Analyses Microfiche,Unknown,10/5/1975 00:00:00,Other,2192.12,2156.76,4508.04,236.2,0.838,,,
590,00/11-05-055-15W5/0,Unknown,Unknown,11/8/1975 00:00:00,Recombination (EUB Calculated),2165.9,2161.6,4630.0,223.0,0.743,17100.0,75.5,0.631
591,00/07-11-064-25W5/0,Fluid Analyses Microfiche,Unknown,2/15/1975 00:00:00,Other,2307.34,2292.1,4561.55,208.4,0.692,,,
592,00/07-11-064-25W5/0,Fluid Analyses Microfiche,Unknown,3/20/1975 00:00:00,Other,2141.52,2132.69,4595.23,203.3,0.625,,,
593,00/07-07-061-16W5/0,Electronic,Unknown,8/22/2008 00:00:00,Meter Run,1674.0,1670.0,4586.41,207.1,0.651,,97.0,0.71
594,00/07-07-061-16W5/0,Electronic,Unknown,8/3/2012 00:00:00,Meter Run,1674.0,1670.0,4592.05,207.8,0.652,,,
595,00/07-07-061-16W5/0,Electronic,Unknown,3/10/2014 00:00:00,Meter Run,1674.0,1670.0,4622.57,207.8,0.651,,94.6,0.708
596,00/07-07-061-16W5/0,Electronic,Unknown,2/1/2015 00:00:00,Meter Run,1674.0,1670.0,4590.04,206.4,0.647,,,
597,00/07-07-061-16W5/0,Electronic,Unknown,1/4/2018 00:00:00,Other,1882.4,1864.2,4587.9,207.0,0.651,,,
598,00/07-07-061-16W5/0,Fluid Analyses Microfiche,Unknown,1/3/1978 00:00:00,Drill Stem Test,1880.62,1854.71,4638.48,208.6,0.651,,,
599,00/07-07-061-16W5/0,Fluid Analyses Microfiche,Unknown,1/3/1978 00:00:00,Other,1880.62,1854.71,4623.86,210.9,0.672,,,
600,00/07-07-061-16W5/0,Fluid Analyses Microfiche,Unknown,3/21/1978 00:00:00,First Stage Separator,1882.4,1864.2,4687.0,212.4,0.686,,,
601,00/07-07-061-16W5/0,Fluid Analyses Microfiche,Unknown,3/21/1978 00:00:00,Other,1882.44,1864.16,4687.42,212.4,0.686,,,
602,00/07-07-061-16W5/0,Fluid Analyses Microfiche,Unknown,9/10/1982 00:00:00,Other,1882.5,1864.2,4628.47,209.0,0.661,,,
603,00/07-07-061-16W5/0,Fluid Analyses Microfiche,Unknown,3/29/1989 00:00:00,Meter Run,1882.5,1864.2,4616.64,212.8,0.685,,,
604,00/07-14-062-20W5/0,Fluid Analyses Microfiche,Unknown,8/9/1965 00:00:00,First Stage Separator,3214.4,3205.9,5406.0,245.2,0.809,,,
605,00/07-14-062-20W5/0,Unknown,Unknown,3/13/1965 00:00:00,Drill Stem Test,3304.0,2782.8,4756.0,223.6,0.763,,,
606,00/07-14-062-20W5/0,Unknown,Unknown,8/9/1965 00:00:00,Gas/Liquid Other,3214.4,3205.9,5367.0,248.1,0.835,,46.1,0.797
607,00/11-26-062-14W5/0,Fluid Analyses Microfiche,Unknown,1/17/1977 00:00:00,Drill Stem Test,1749.6,1734.3,4786.0,209.0,0.648,,,
608,00/10-29-064-23W5/0,Electronic,Unknown,1/25/2007 00:00:00,Meter Run,1526.4,1522.8,4590.17,219.0,0.718,,,
609,00/10-29-064-23W5/0,Electronic,Unknown,3/1/2008 00:00:00,Meter Run,1526.4,1522.8,4610.11,224.6,0.751,,114.0,0.745
610,00/10-29-064-23W5/0,Electronic,Unknown,5/8/2009 00:00:00,Other,1526.4,1522.8,4600.16,221.4,0.734,,105.0,0.726
611,00/10-29-064-23W5/0,Electronic,Unknown,4/6/2012 00:00:00,Meter Run,1526.4,1522.8,4584.33,213.9,0.689,,102.0,0.723
612,00/10-29-064-23W5/0,Electronic,Unknown,12/2/2015 00:00:00,Meter Run,1526.4,1522.8,4586.5,217.6,0.708,,,
613,00/10-29-064-23W5/0,Fluid Analyses Microfiche,Unknown,12/14/1976 00:00:00,Other,1526.38,1522.78,4591.02,211.5,0.674,,,
614,00/10-29-064-23W5/0,Fluid Analyses Microfiche,Unknown,2/27/1981 00:00:00,Other,1525.2,1522.8,4588.91,208.7,0.651,,,
615,00/10-29-064-23W5/0,Fluid Analyses Microfiche,Unknown,2/27/1981 00:00:00,Other,1526.4,1522.8,4588.91,208.7,0.651,,,
616,00/10-29-064-23W5/0,Unknown,Unknown,4/1/1980 00:00:00,Recombination (EUB Calculated),1526.4,1522.8,4606.0,215.1,0.688,43400.0,77.6,0.968
617,00/04-16-062-19W5/0,Fluid Analyses Microfiche,Unknown,4/18/1959 00:00:00,Other,1706.88,1676.4,4563.97,206.1,0.654,,,
618,00/06-06-062-19W5/0,Fluid Analyses Microfiche,Poor,4/9/1967 00:00:00,,3208.9,3202.8,5917.0,302.8,1.079,,,
619,00/06-06-062-19W5/0,Fluid Analyses Microfiche,Unknown,3/18/1967 00:00:00,Gas/Liquid Other,3225.4,3207.4,5448.0,256.9,0.878,,126.0,0.692
620,00/06-06-062-19W5/0,Fluid Analyses Microfiche,Unknown,11/26/1968 00:00:00,First Stage Separator,3227.8,3200.4,5336.0,241.6,0.793,,,
621,00/06-06-062-19W5/0,Unknown,Poor,11/26/1968 00:00:00,,3227.8,3200.4,6020.0,310.6,1.119,,,
622,00/06-06-062-19W5/0,Unknown,Unknown,4/9/1967 00:00:00,Reservoir Fluid Other,3208.9,3202.8,5348.0,244.1,0.803,,,
623,00/06-06-062-19W5/0,Unknown,Unknown,11/26/1968 00:00:00,Recombination (Submitted),3227.8,3200.4,5230.0,267.6,1.002,,,
624,00/02-18-062-18W5/0,Electronic,Unknown,10/28/2002 00:00:00,Reservoir Fluid Other,1944.0,1922.4,4653.0,206.1,0.647,,,
625,00/02-18-062-18W5/0,Electronic,Unknown,8/25/2005 00:00:00,Meter Run,1944.0,1922.4,4652.83,205.6,0.644,,,
626,00/02-18-062-18W5/0,Electronic,Unknown,11/6/2006 00:00:00,Meter Run,1944.0,1922.4,4661.61,206.9,0.649,,,
627,00/02-18-062-18W5/0,Electronic,Unknown,5/13/2008 00:00:00,Meter Run,1944.0,1922.4,4669.37,206.7,0.65,,,
628,00/02-18-062-18W5/0,Electronic,Unknown,10/31/2009 00:00:00,Meter Run,1944.0,1922.4,4660.93,204.6,0.637,,,
629,00/02-18-062-18W5/0,Electronic,Unknown,8/29/2010 00:00:00,Meter Run,1944.0,1922.4,4650.29,205.1,0.644,,,
630,00/02-18-062-18W5/0,Fluid Analyses Microfiche,Unknown,7/11/1968 00:00:00,Pressure Tank,1941.88,1938.83,4656.65,205.0,0.635,,,
631,00/10-19-053-14W5/0,Electronic,Unknown,5/6/2004 00:00:00,Recombination (Submitted),2256.0,2250.0,4599.0,221.2,0.728,,90.0,0.698
632,02/10-21-062-18W5/0,Fluid Analyses Microfiche,Unknown,4/30/1976 00:00:00,Other,1900.73,1884.88,4378.42,190.7,0.697,,,
633,00/10-17-064-24W5/0,Fluid Analyses Microfiche,Unknown,8/11/1977 00:00:00,Other,1805.94,1786.13,4573.89,205.4,0.653,,,
634,00/10-17-064-24W5/0,Fluid Analyses Microfiche,Unknown,8/11/1977 00:00:00,Other,1805.94,1786.13,4592.11,203.7,0.628,,,
635,00/10-17-064-24W5/0,Fluid Analyses Microfiche,Unknown,9/13/1977 00:00:00,Other,3634.13,3624.38,4235.38,191.3,0.711,,,
636,00/10-17-064-24W5/0,Fluid Analyses Microfiche,Unknown,9/18/1977 00:00:00,Other,3092.5,3086.1,4140.7,198.8,0.876,,,
637,00/07-02-062-17W5/0,Fluid Analyses Microfiche,Unknown,3/16/1978 00:00:00,Other,1875.74,1859.28,4514.94,203.8,0.673,,,
638,00/07-02-062-17W5/0,Fluid Analyses Microfiche,Unknown,3/18/1978 00:00:00,Drill Stem Test,2550.9,2528.6,3844.0,163.0,0.549,,,
639,00/07-02-062-17W5/0,Fluid Analyses Microfiche,Unknown,3/19/1978 00:00:00,Drill Stem Test,1623.97,1595.32,4517.6,194.3,0.618,,,
640,00/16-27-063-09W5/0,Fluid Analyses Microfiche,Unknown,2/12/1974 00:00:00,Drill Stem Test,1383.79,1367.03,4465.7,187.4,0.55,,,
641,00/16-27-063-09W5/0,Fluid Analyses Microfiche,Unknown,2/18/1974 00:00:00,Drill Stem Test,1430.43,1406.65,4596.18,205.2,0.663,,,
642,00/16-27-063-09W5/0,Fluid Analyses Microfiche,Unknown,2/18/1974 00:00:00,Other,1430.43,1406.65,4621.2,204.6,0.658,,,
643,00/16-27-063-09W5/0,Fluid Analyses Microfiche,Unknown,3/11/1974 00:00:00,Other,1183.23,1168.6,4553.56,193.8,0.6,,,
644,00/16-27-063-09W5/0,Fluid Analyses Microfiche,Unknown,3/11/1974 00:00:00,Other,1440.18,1409.7,4568.77,209.1,0.664,,,
645,00/07-14-062-18W5/0,Fluid Analyses Microfiche,Unknown,11/9/1976 00:00:00,Other,1911.1,1892.81,4647.52,203.7,0.63,,,
646,00/07-14-062-18W5/0,Fluid Analyses Microfiche,Unknown,12/3/1976 00:00:00,Drill Stem Test,3099.5,3092.1,4769.0,243.1,0.9,,,
647,00/07-14-062-18W5/0,Fluid Analyses Microfiche,Unknown,12/3/1976 00:00:00,Gas/Liquid Other,3099.5,3092.1,5128.0,243.0,0.807,,160.6,0.798
648,00/07-14-062-18W5/0,Fluid Analyses Microfiche,Unknown,12/8/1976 00:00:00,Other,3096.46,3092.2,5129.88,243.0,0.807,,,
649,00/07-14-062-18W5/0,Fluid Analyses Microfiche,Unknown,12/8/1976 00:00:00,Other,3099.51,3092.2,4770.25,243.4,0.903,,,
650,00/07-14-062-18W5/0,Unknown,Poor,3/15/1977 00:00:00,First Stage Separator,3097.1,3094.3,5123.0,251.4,0.868,,,
651,00/07-14-062-18W5/0,Unknown,Poor,3/16/1977 00:00:00,First Stage Separator,3097.1,3094.3,5119.0,244.0,0.833,,,
652,00/07-14-062-18W5/0,Unknown,Poor,3/17/1977 00:00:00,First Stage Separator,3097.1,3094.3,5128.0,247.4,0.842,,,
653,00/06-33-062-17W5/0,Fluid Analyses Microfiche,Unknown,1/21/1977 00:00:00,Drill Stem Test,1830.32,1810.51,4584.37,202.4,0.626,,,
654,00/06-33-062-17W5/0,Fluid Analyses Microfiche,Unknown,1/25/1977 00:00:00,Drill Stem Test,1856.23,1838.86,4572.66,198.6,0.631,,,
655,00/06-33-062-17W5/0,Fluid Analyses Microfiche,Unknown,2/6/1989 00:00:00,Drill Stem Test,1946.0,1939.0,4567.0,204.7,0.651,,,
656,00/02-19-061-19W5/0,Electronic,Unknown,9/18/1999 00:00:00,Reservoir Fluid Other,2919.1,2896.8,4599.0,218.0,0.693,,,
657,00/02-19-061-19W5/0,Electronic,Unknown,9/19/1999 00:00:00,First Stage Separator,2919.1,2896.8,4574.0,223.5,0.738,,,
658,00/02-19-061-19W5/0,Electronic,Unknown,10/9/1999 00:00:00,Reservoir Fluid Other,2912.0,2908.5,4422.0,276.9,1.052,,,
659,00/02-19-061-19W5/0,Electronic,Unknown,2/12/2000 00:00:00,Reservoir Fluid Other,2049.0,2047.5,4603.0,220.6,0.723,,,
660,00/02-19-061-19W5/0,Fluid Analyses Microfiche,Unknown,3/7/1958 00:00:00,Other,2904.13,2891.64,4571.79,221.8,0.733,,,
661,00/02-19-061-19W5/0,Unknown,Unknown,3/13/1958 00:00:00,Reservoir Fluid Other,2904.1,2891.6,4570.0,221.9,0.734,,,
662,00/06-33-061-17W5/0,Fluid Analyses Microfiche,Unknown,9/11/1973 00:00:00,Other,1680.06,1648.66,4585.11,209.3,0.661,,,
663,00/06-26-059-18W5/0,AOFP/Pressure File,Unknown,9/5/1984 00:00:00,Recombination (EUB Calculated),3227.2,3197.9,4709.0,207.7,0.648,65160.0,67.9,0.606
664,00/06-26-059-18W5/0,Fluid Analyses Microfiche,Unknown,3/4/1970 00:00:00,Gas/Liquid Other,3227.2,3198.0,5348.0,246.6,0.826,,122.0,0.795
665,00/06-26-059-18W5/0,Unknown,Poor,3/4/1970 00:00:00,Reservoir Fluid Other,3227.2,3198.0,5773.0,309.1,1.159,,,
666,00/06-26-059-18W5/0,Unknown,Unknown,3/4/1970 00:00:00,Recombination (Submitted),3227.2,3198.0,5232.0,270.4,1.021,,,
667,00/11-33-060-20W5/0,Fluid Analyses Microfiche,Unknown,3/6/1977 00:00:00,Other,1467.92,1458.47,4498.13,234.1,0.817,,,
668,00/11-33-060-20W5/0,Fluid Analyses Microfiche,Unknown,3/15/1977 00:00:00,Drill Stem Test,2200.66,2183.89,4646.95,204.3,0.631,,,
669,00/11-33-060-20W5/0,Fluid Analyses Microfiche,Unknown,4/5/1977 00:00:00,Drill Stem Test,3392.4,3372.6,5341.0,234.9,0.776,,,
670,00/11-33-060-20W5/0,Unknown,Unknown,3/25/1978 00:00:00,Recombination (EUB Calculated),2196.7,2184.0,4648.0,206.3,0.647,233000.0,120.9,0.773
671,00/11-05-053-15W5/0,Fluid Analyses Microfiche,Poor,12/11/1976 00:00:00,Drill Stem Test,3416.8,3401.6,6842.0,283.2,1.013,,,
672,02/10-11-062-18W5/0,Fluid Analyses Microfiche,,3/26/1977 00:00:00,Other,3113.84,3105.91,,,,,,
673,00/10-08-059-19W5/0,Fluid Analyses Microfiche,Unknown,9/17/1977 00:00:00,Other,2034.24,2008.63,4493.84,211.0,0.725,,,
674,00/10-08-059-19W5/0,Fluid Analyses Microfiche,Unknown,10/14/1977 00:00:00,Other,2359.15,2336.9,4401.69,267.2,1.052,,,
675,00/11-09-062-16W5/0,Fluid Analyses Microfiche,Unknown,1/19/1977 00:00:00,Reservoir Fluid Other,2982.5,2979.1,4880.0,225.1,0.737,,,
676,00/11-09-062-16W5/0,Fluid Analyses Microfiche,Unknown,1/29/1977 00:00:00,Gas/Liquid Other,2981.9,2979.1,4810.0,220.6,0.731,,84.3,0.684
677,00/10-20-062-16W5/0,Fluid Analyses Microfiche,Unknown,1/30/1976 00:00:00,Drill Stem Test,1575.82,1570.33,4551.89,208.0,0.668,,,
678,00/14-20-041-27W4/0,Fluid Analyses Microfiche,Unknown,3/23/1955 00:00:00,Drill Stem Test,985.42,974.14,4556.54,193.9,0.598,,,
679,00/10-17-062-16W5/0,Fluid Analyses Microfiche,Poor,8/17/1976 00:00:00,Other,3003.19,2995.57,4353.6,266.4,1.089,,,
680,00/10-17-062-16W5/0,Fluid Analyses Microfiche,Poor,9/1/1976 00:00:00,Other,3005.33,2996.18,4449.25,251.0,0.934,,,
681,00/10-17-062-16W5/0,Fluid Analyses Microfiche,Unknown,8/8/1976 00:00:00,Drill Stem Test,1978.15,1969.01,3960.94,167.5,0.851,,,
682,00/10-17-062-16W5/0,Fluid Analyses Microfiche,Unknown,8/16/1976 00:00:00,Other,3003.19,2995.57,4545.07,224.0,0.795,,,
683,00/10-17-062-16W5/0,Fluid Analyses Microfiche,Unknown,8/28/1976 00:00:00,Drill Stem Test,1978.15,1969.01,4567.0,207.8,0.658,,,
684,00/10-17-062-16W5/0,Fluid Analyses Microfiche,Unknown,3/28/1978 00:00:00,Other,3001.67,2965.7,4644.97,216.7,0.712,,,
685,00/10-17-062-16W5/0,Unknown,Unknown,7/13/1976 00:00:00,First Stage Separator,1840.0,1835.0,4593.0,213.3,0.688,,,
686,00/03-25-061-17W5/0,AOFP/Pressure File,Unknown,3/23/1983 00:00:00,First Stage Separator,1904.7,1901.6,4618.0,209.0,0.659,,,
687,00/03-25-061-17W5/0,Electronic,Unknown,5/7/2004 00:00:00,Reservoir Fluid Other,1921.5,1901.6,4623.0,212.8,0.684,,,
688,00/03-25-061-17W5/0,Fluid Analyses Microfiche,Unknown,11/21/1977 00:00:00,Drill Stem Test,3067.8,3047.3,5320.0,225.3,0.743,,,
689,00/03-25-061-17W5/0,Fluid Analyses Microfiche,Unknown,11/29/1977 00:00:00,Drill Stem Test,1924.51,1898.9,4606.86,210.1,0.669,,,
690,00/03-25-061-17W5/0,Fluid Analyses Microfiche,Unknown,12/5/1977 00:00:00,Drill Stem Test,1911.1,1906.22,4552.76,196.9,0.617,,,
691,00/03-25-061-17W5/0,Fluid Analyses Microfiche,Unknown,12/16/1980 00:00:00,Other,1904.7,1901.6,4609.64,209.8,0.665,,,
692,00/11-31-058-13W5/0,Fluid Analyses Microfiche,Unknown,2/26/1973 00:00:00,Other,1961.39,1938.53,4656.41,212.8,0.699,,,
693,00/06-35-060-18W5/0,Electronic,Unknown,6/24/2004 00:00:00,Meter Run,2073.5,2069.5,4491.87,203.3,0.707,,,
694,00/06-35-060-18W5/0,Fluid Analyses Microfiche,Unknown,8/1/1976 00:00:00,Other,2084.83,2069.59,4591.25,207.1,0.643,,,
695,00/06-35-060-18W5/0,Fluid Analyses Microfiche,Unknown,10/27/1976 00:00:00,Other,1823.92,1814.78,4598.88,206.4,0.642,,,
696,00/06-35-060-18W5/0,Fluid Analyses Microfiche,Unknown,8/24/1982 00:00:00,Other,1823.9,1814.8,4604.74,205.6,0.638,,,
697,00/06-35-060-18W5/0,Fluid Analyses Microfiche,Unknown,10/12/1982 00:00:00,Other,1916.0,1892.0,4636.43,206.8,0.643,,,
698,00/06-35-060-18W5/0,Unknown,Unknown,10/16/1976 00:00:00,Wellhead,2783.4,2749.3,5426.0,243.1,0.788,,,
699,00/06-35-060-18W5/0,Unknown,Unknown,8/23/1980 00:00:00,Recombination (EUB Calculated),1823.9,1814.8,4584.0,208.4,0.665,54700.0,93.0,0.714
700,00/06-35-060-18W5/0,Unknown,Unknown,8/23/1980 00:00:00,Recombination (Submitted),1916.0,1892.0,4587.0,208.2,0.663,,,
701,00/10-06-061-17W5/0,Fluid Analyses Microfiche,Unknown,11/14/1976 00:00:00,Drill Stem Test,3191.5,3176.0,5190.0,216.4,0.705,,,
702,00/10-02-059-18W5/0,AOFP/Pressure File,Unknown,6/21/1984 00:00:00,Recombination (EUB Calculated),3272.9,3240.0,5249.0,248.9,0.864,2627.0,57.0,0.608
703,00/10-02-059-18W5/0,AOFP/Pressure File,Unknown,8/15/1988 00:00:00,Recombination (Submitted),3272.9,3240.0,4944.0,224.7,0.745,,,
704,00/10-02-059-18W5/0,AOFP/Pressure File,Unknown,8/16/1988 00:00:00,Recombination (Submitted),3272.9,3240.0,4944.0,224.6,0.744,,,
