,01.Well Identifier,02.Formation,03.Formation Depth,04.Description,04.Quality1
8880,00/02-02-063-22W5/0,4440 NORDEGG MBR,2185.1,Top of Unit,Good Log
8881,00/02-02-063-22W5/0,5240 MONTNEY FM,2213.5,Top of Unit,Good Log
8882,00/02-02-063-22W5/0,5560 BELLOY FM,2306.7,Top of Unit,Good Log
8883,00/02-02-063-22W5/0,6120 DEBOLT FM,2310.4,Top of Unit,Good Logs and/or Samples or Core
8884,00/02-02-063-22W5/0,6400 SHUNDA FM,2384.1,Top of Unit,Good Log
8885,00/02-02-063-22W5/0,6420 PEKISKO FM,2458.5,Top of Unit,Good Log
8886,00/02-02-063-22W5/0,6440 BANFF FM,2505.2,Top of Unit,Good Log
8887,00/02-02-063-22W5/0,6480 EXSHAW FM,2693.5,Top of Unit,Good Log
8888,00/02-02-063-22W5/0,6580 WABAMUN GRP,2699.9,Top of Unit,Good Log
8889,00/02-02-063-22W5/0,6700 WINTERBURN GRP,2937.1,Top of Unit,Good Log
8890,00/02-02-063-22W5/0,7100 IRETON FM,3156.5,Top of Unit,Good Log
8891,00/02-02-063-22W5/0,7280 DUVERNAY FM,3312.0,Top of Unit,Good Log
8892,00/02-02-063-22W5/0,7440 BEAVERHILL LAKE GRP,3370.8,Top of Unit,Good Log
8893,00/02-02-063-22W5/0,7645 WATT MTN FM,3462.5,Top of Unit,Good Log
8894,00/02-02-063-22W5/0,7655 GILWOOD MBR,3468.0,Top of Unit,Good Log
8895,00/04-07-065-23W5/0,1480 WAPIABI FM,985.4,Top of Unit,Good Log
8896,00/04-07-065-23W5/0,1600 COLORADO GRP,1056.7,Top of Unit,Good Log
8897,00/04-07-065-23W5/0,1660 BADHEART FM,1140.6,Top of Unit,Good Log
8898,00/04-07-065-23W5/0,1760 CARDIUM SD,1210.7,Top of Unit,Good Log
8899,00/04-07-065-23W5/0,1860 SECOND WHITE SPECKS,1357.9,Top of Unit,Good Log
8900,00/04-07-065-23W5/0,1920 DUNVEGAN FM,1468.5,Top of Unit,Good Log
8901,00/04-07-065-23W5/0,1960 SHAFTESBURY FM,1517.6,Top of Unit,Good Log
8902,00/04-07-065-23W5/0,2060 BASE FISH SCALES MARKER,1593.5,Top of Unit,Good Log
8903,00/04-07-065-23W5/0,2280 PEACE RIVER FM,1633.1,Top of Unit,Good Log
8904,00/04-07-065-23W5/0,2380 HARMON MBR,1682.8,Top of Unit,Good Log
8905,00/04-07-065-23W5/0,2640 SPIRIT RIVER FM,1688.6,Top of Unit,Good Log
8906,00/04-07-065-23W5/0,3260 GETHING FM,1948.6,Top of Unit,Good Log
8907,00/04-07-065-23W5/0,3480 CADOMIN FM,2069.6,Top of Unit,Good Log
8908,00/04-07-065-23W5/0,4140 FERNIE GRP,2101.0,Top of Unit,Good Log
8909,00/04-07-065-23W5/0,4440 NORDEGG MBR,2114.1,Top of Unit,Good Log
8910,00/04-07-065-23W5/0,5240 MONTNEY FM,2141.75,Top of Unit,Good Log
8911,00/04-07-065-23W5/0,5560 BELLOY FM,2258.3,Top of Unit,Good Log
8912,00/04-07-065-23W5/0,6120 DEBOLT FM,2288.7,Top of Unit,Good Log
8913,00/04-07-065-23W5/0,6400 SHUNDA FM,2407.9,Top of Unit,Good Log
8914,00/04-07-065-23W5/0,6420 PEKISKO FM,2488.7,Top of Unit,Good Log
8915,00/04-07-065-23W5/0,6440 BANFF FM,2540.5,Top of Unit,Good Log
8916,00/04-07-065-23W5/0,6480 EXSHAW FM,2744.4,Top of Unit,Good Log
8917,00/04-07-065-23W5/0,6580 WABAMUN GRP,2750.2,Top of Unit,Good Log
8918,00/04-07-065-23W5/0,6700 WINTERBURN GRP,2982.5,Top of Unit,Good Log
8919,00/04-07-065-23W5/0,7100 IRETON FM,3195.8,Top of Unit,Good Log
8920,00/04-07-065-23W5/0,7280 DUVERNAY FM,3367.7,Top of Unit,Good Log
8921,00/04-07-065-23W5/0,7560 SWAN HILLS MBR,3416.2,Top of Unit,Good Log
8922,00/04-07-065-23W5/0,7635 ELK POINT GRP,3502.2,Top of Unit,Good Log
8923,00/04-07-065-23W5/0,7655 GILWOOD MBR,3508.2,Top of Unit,Good Log
8924,00/07-14-062-20W5/0,1400 LEA PARK FM,1046.4,Top of Unit,Good Log
8925,00/07-14-062-20W5/0,1600 COLORADO GRP,1143.0,Top of Unit,Good Log
8926,00/07-14-062-20W5/0,1660 BADHEART FM,1230.2,Top of Unit,Good Log
8927,00/07-14-062-20W5/0,1760 CARDIUM SD,1309.7,Top of Unit,Good Log
8928,00/07-14-062-20W5/0,1860 SECOND WHITE SPECKS,1421.0,Top of Unit,Good Log
8929,00/07-14-062-20W5/0,2060 BASE FISH SCALES MARKER,1652.9,Top of Unit,Good Log
8930,00/07-14-062-20W5/0,2140 VIKING FM,1690.4,Top of Unit,Good Log
8931,00/07-14-062-20W5/0,2180 VIKING SANDSTONE,1710.5,Top of Unit,Good Log
8932,00/07-14-062-20W5/0,2440 BLAIRMORE GRP,1732.5,Top of Unit,Good Log
8933,00/07-14-062-20W5/0,3260 GETHING FM,1967.8,Top of Unit,Good Log
8934,00/07-14-062-20W5/0,4140 FERNIE GRP,2018.7,Top of Unit,Good Log
8935,00/07-14-062-20W5/0,4440 NORDEGG MBR,2071.1,Top of Unit,Good Log
8936,00/07-14-062-20W5/0,5240 MONTNEY FM,2105.6,Top of Unit,Good Log
8937,00/07-14-062-20W5/0,6120 DEBOLT FM,2163.2,Top of Unit,Good Log
8938,00/07-14-062-20W5/0,6420 PEKISKO FM,2280.5,Top of Unit,Good Log
8939,00/07-14-062-20W5/0,6440 BANFF FM,2325.6,Top of Unit,Good Log
8940,00/07-14-062-20W5/0,6480 EXSHAW FM,2512.2,Top of Unit,Good Log
8941,00/07-14-062-20W5/0,6580 WABAMUN GRP,2515.5,Top of Unit,Good Log
8942,00/07-14-062-20W5/0,6700 WINTERBURN GRP,2746.2,Top of Unit,Good Log
8943,00/07-14-062-20W5/0,7100 IRETON FM,2982.2,Top of Unit,Good Log
8944,00/07-14-062-20W5/0,7280 DUVERNAY FM,3120.5,Top of Unit,Good Log
8945,00/07-14-062-20W5/0,7440 BEAVERHILL LAKE GRP,3183.3,Top of Unit,Good Log
8946,00/07-14-062-20W5/0,7560 SWAN HILLS MBR,3204.03,Top of Unit,Good Log
8947,00/07-14-062-20W5/0,7635 ELK POINT GRP,3300.4,Top of Unit,Good Log
8948,00/07-14-062-20W5/0,7655 GILWOOD MBR,3311.3,Top of Unit,Good Log
8949,00/12-25-062-18W5/0,1260 BELLY RIVER GRP,632.5,Top of Unit,Good Log
8950,00/12-25-062-18W5/0,1400 LEA PARK FM,940.3,Top of Unit,Good Log
8951,00/12-25-062-18W5/0,1600 COLORADO GRP,1053.4,Top of Unit,Good Log
8952,00/12-25-062-18W5/0,1860 SECOND WHITE SPECKS,1312.2,Top of Unit,Good Log
8953,00/12-25-062-18W5/0,2060 BASE FISH SCALES MARKER,1528.9,Top of Unit,Good Log
8954,00/12-25-062-18W5/0,2140 VIKING FM,1571.5,Top of Unit,Good Log
8955,00/12-25-062-18W5/0,2480 MANNVILLE GRP,1601.4,Top of Unit,Good Log
8956,00/12-25-062-18W5/0,3260 GETHING FM,1821.5,Top of Unit,Good Log
8957,00/12-25-062-18W5/0,4140 FERNIE GRP,1852.0,Top of Unit,Good Log
8958,00/12-25-062-18W5/0,4440 NORDEGG MBR,1926.0,Top of Unit,Good Log
8959,00/12-25-062-18W5/0,5000 TRIASSIC SYSTEM,1945.8,Top of Unit,Good Log
8960,00/12-25-062-18W5/0,6120 DEBOLT FM,1970.8,Top of Unit,Good Log
8961,00/12-25-062-18W5/0,6400 SHUNDA FM,2011.1,Top of Unit,Good Log
8962,00/12-25-062-18W5/0,6420 PEKISKO FM,2073.2,Top of Unit,Good Log
8963,00/12-25-062-18W5/0,6440 BANFF FM,2117.1,Top of Unit,Good Log
8964,00/12-25-062-18W5/0,6480 EXSHAW FM,2302.8,Top of Unit,Good Log
8965,00/12-25-062-18W5/0,6580 WABAMUN GRP,2306.7,Top of Unit,Good Log
8966,00/12-25-062-18W5/0,6700 WINTERBURN GRP,2535.3,Top of Unit,Good Log
8967,00/12-25-062-18W5/0,7100 IRETON FM,2648.1,Top of Unit,Good Log
8968,00/12-25-062-18W5/0,7280 DUVERNAY FM,2900.2,Top of Unit,Good Log
8969,00/12-25-062-18W5/0,7320 COOKING LAKE FM,2941.3,Top of Unit,Good Log
8970,00/12-25-062-18W5/0,7440 BEAVERHILL LAKE GRP,2968.1,Top of Unit,Good Log
8971,00/12-25-062-18W5/0,7560 SWAN HILLS MBR,2991.0,Top of Unit,Good Log
8972,00/12-25-062-18W5/0,7645 WATT MTN FM,3090.7,Top of Unit,Good Log
8973,00/12-25-062-18W5/0,7655 GILWOOD MBR,3098.6,Top of Unit,Good Log
8974,00/12-25-062-18W5/0,7685 MUSKEG FM,3110.2,Top of Unit,Good Log
8975,00/11-34-053-14W5/0,1260 BELLY RIVER GRP,959.5,Top of Unit,Good Log
8976,00/11-34-053-14W5/0,1400 LEA PARK FM,1289.3,Top of Unit,Good Log
8977,00/11-34-053-14W5/0,1600 COLORADO GRP,1410.3,Top of Unit,Good Log
8978,00/11-34-053-14W5/0,1760 CARDIUM SD,1581.3,Top of Unit,Good Log
8979,00/11-34-053-14W5/0,1860 SECOND WHITE SPECKS,1689.5,Top of Unit,Good Log
8980,00/11-34-053-14W5/0,2060 BASE FISH SCALES MARKER,1882.4,Top of Unit,Good Log
8981,00/11-34-053-14W5/0,2140 VIKING FM,1915.4,Top of Unit,Good Log
8982,00/11-34-053-14W5/0,2480 MANNVILLE GRP,1960.8,Top of Unit,Good Log
8983,00/11-34-053-14W5/0,3100 LOWER MANNVILLE FM,2126.3,Top of Unit,Good Log
8984,00/11-34-053-14W5/0,3360 ELLERSLIE MBR,2144.0,Top of Unit,Good Log
8985,00/11-34-053-14W5/0,4140 FERNIE GRP,2173.2,Top of Unit,Good Log
8986,00/11-34-053-14W5/0,4320 ROCK CREEK MBR,2182.4,Top of Unit,Good Log
8987,00/11-34-053-14W5/0,4400 POKER CHIP SH,2213.8,Top of Unit,Good Log
8988,00/11-34-053-14W5/0,4440 NORDEGG MBR,2230.0,Top of Unit,Good Log
8989,00/11-34-053-14W5/0,6400 SHUNDA FM,2290.9,Top of Unit,Good Log
8990,00/11-34-053-14W5/0,6420 PEKISKO FM,2302.8,Top of Unit,Good Log
8991,00/11-34-053-14W5/0,6440 BANFF FM,2326.9,Top of Unit,Good Log
8992,00/11-34-053-14W5/0,6480 EXSHAW FM,2480.2,Top of Unit,Good Log
8993,00/11-34-053-14W5/0,6580 WABAMUN GRP,2492.4,Top of Unit,Good Log
8994,00/11-34-053-14W5/0,6700 WINTERBURN GRP,2710.9,Top of Unit,Good Log
8995,00/11-34-053-14W5/0,7040 WOODBEND GRP,2817.3,Top of Unit,Good Log
8996,00/11-34-053-14W5/0,7280 DUVERNAY FM,3072.4,Top of Unit,Good Log
8997,00/11-34-053-14W5/0,7440 BEAVERHILL LAKE GRP,3128.2,Top of Unit,Good Log
8998,00/11-34-053-14W5/0,7580 SLAVE POINT FM,3229.7,Top of Unit,Good Log
8999,00/11-34-053-14W5/0,7635 ELK POINT GRP,3264.4,Top of Unit,Good Log
9000,00/11-34-053-14W5/0,7655 GILWOOD MBR,3269.6,Top of Unit,Good Log
9001,00/11-34-053-14W5/0,7685 MUSKEG FM,3278.1,Top of Unit,Good Log
9002,00/11-34-053-14W5/0,7990 PRECAMBRIAN SYSTEM,3307.1,Top of Unit,Good Log
9003,00/11-26-062-14W5/0,1260 BELLY RIVER GRP,525.8,Top of Unit,Good Log
9004,00/11-26-062-14W5/0,1400 LEA PARK FM,829.1,Top of Unit,Good Log
9005,00/11-26-062-14W5/0,1600 COLORADO GRP,944.3,Top of Unit,Good Log
9006,00/11-26-062-14W5/0,1660 BADHEART FM,1021.1,Top of Unit,Good Log
9007,00/11-26-062-14W5/0,1860 SECOND WHITE SPECKS,1173.5,Top of Unit,Good Log
9008,00/11-26-062-14W5/0,2060 BASE FISH SCALES MARKER,1357.3,Top of Unit,Good Log
9009,00/11-26-062-14W5/0,2140 VIKING FM,1399.9,Top of Unit,Good Log
9010,00/11-26-062-14W5/0,2180 VIKING SANDSTONE,1414.3,Top of Unit,Good Log
9011,00/11-26-062-14W5/0,2360 JOLI FOU FM,1422.8,Top of Unit,Good Log
9012,00/11-26-062-14W5/0,2480 MANNVILLE GRP,1435.6,Top of Unit,Good Log
9013,00/11-26-062-14W5/0,3040 BLUESKY FM,1626.41,Top of Unit,Good Log
9014,00/11-26-062-14W5/0,3260 GETHING FM,1631.59,Top of Unit,Good Log
9015,00/11-26-062-14W5/0,4140 FERNIE GRP,1668.8,Top of Unit,Good Log
9016,00/11-26-062-14W5/0,4440 NORDEGG MBR,1711.5,Top of Unit,Good Log
9017,00/11-26-062-14W5/0,6400 SHUNDA FM,1732.8,Top of Unit,Good Log
9018,00/11-26-062-14W5/0,6420 PEKISKO FM,1756.6,Top of Unit,Good Log
9019,00/11-26-062-14W5/0,6440 BANFF FM,1804.4,Top of Unit,Good Log
9020,00/11-26-062-14W5/0,6480 EXSHAW FM,1986.7,Top of Unit,Good Log
9021,00/11-26-062-14W5/0,6580 WABAMUN GRP,1990.3,Top of Unit,Good Log
9022,00/11-26-062-14W5/0,6700 WINTERBURN GRP,2218.3,Top of Unit,Good Log
9023,00/11-26-062-14W5/0,7040 WOODBEND GRP,2366.8,Top of Unit,Good Log
9024,00/11-26-062-14W5/0,7280 DUVERNAY FM,2627.4,Top of Unit,Good Log
9025,00/11-26-062-14W5/0,7440 BEAVERHILL LAKE GRP,2676.1,Top of Unit,Good Log
9026,00/11-26-062-14W5/0,7645 WATT MTN FM,2800.5,Top of Unit,Good Log
9027,00/08-33-055-12W5/0,1260 BELLY RIVER GRP,811.4,Top of Unit,Good Log
9028,00/08-33-055-12W5/0,1400 LEA PARK FM,1099.4,Top of Unit,Good Log
9029,00/08-33-055-12W5/0,1600 COLORADO GRP,1190.2,Top of Unit,Good Log
9030,00/08-33-055-12W5/0,1700 CARDIUM FM,1341.1,Top of Unit,Good Log
9031,00/08-33-055-12W5/0,1760 CARDIUM SD,1368.6,Top of Unit,Good Log
9032,00/08-33-055-12W5/0,1860 SECOND WHITE SPECKS,1455.7,Top of Unit,Good Log
9033,00/08-33-055-12W5/0,2060 BASE FISH SCALES MARKER,1634.0,Top of Unit,Good Log
9034,00/08-33-055-12W5/0,2180 VIKING SANDSTONE,1667.9,Top of Unit,Good Log
9035,00/08-33-055-12W5/0,2480 MANNVILLE GRP,1709.9,Top of Unit,Good Log
9036,00/08-33-055-12W5/0,3000 GLAUCONITIC SS,1867.8,Top of Unit,Good Log
9037,00/08-33-055-12W5/0,3100 LOWER MANNVILLE FM,1871.8,Top of Unit,Good Log
9038,00/08-33-055-12W5/0,3360 ELLERSLIE MBR,1885.2,Top of Unit,Good Log
9039,00/08-33-055-12W5/0,4320 ROCK CREEK MBR,1894.0,Top of Unit,Good Log
9040,00/08-33-055-12W5/0,4400 POKER CHIP SH,1917.8,Top of Unit,Good Log
9041,00/08-33-055-12W5/0,4440 NORDEGG MBR,1936.4,Top of Unit,Good Log
9042,00/08-33-055-12W5/0,6400 SHUNDA FM,1976.9,Top of Unit,Good Log
9043,00/08-33-055-12W5/0,6420 PEKISKO FM,1996.4,Top of Unit,Good Log
9044,00/08-33-055-12W5/0,6440 BANFF FM,2021.4,Top of Unit,Good Log
9045,00/08-33-055-12W5/0,6480 EXSHAW FM,2194.6,Top of Unit,Good Log
9046,00/08-33-055-12W5/0,6580 WABAMUN GRP,2197.0,Top of Unit,Good Log
9047,00/08-33-055-12W5/0,6780 GRAMINIA FM,2407.6,Top of Unit,Good Log
9048,00/08-33-055-12W5/0,6800 BLUERIDGE MBR,2414.0,Top of Unit,Good Log
9049,00/08-33-055-12W5/0,6860 CALMAR FM,2473.5,Top of Unit,Good Log
9050,00/08-33-055-12W5/0,6960 NISKU FM,2475.0,Top of Unit,Good Log
9051,00/08-33-055-12W5/0,7100 IRETON FM,2572.5,Top of Unit,Questionable Log
9052,00/08-33-055-12W5/0,7400 MAJEAU LAKE FM,2802.6,Top of Unit,Good Log
9053,00/08-33-055-12W5/0,7440 BEAVERHILL LAKE GRP,2828.5,Top of Unit,Good Log
9054,00/08-33-055-12W5/0,7645 WATT MTN FM,2981.6,Top of Unit,Good Log
9055,00/08-33-055-12W5/0,7655 GILWOOD MBR,2991.0,Top of Unit,Good Log
9056,00/08-33-055-12W5/0,7857 CAMBRIAN SYSTEM,3044.3,Top of Unit,Good Log
9057,00/08-33-055-12W5/0,7975 GRANITE WASH,3052.3,Top of Unit,Good Log
9058,00/10-29-064-23W5/0,1480 WAPIABI FM,1019.3,Top of Unit,Good Log
9059,00/10-29-064-23W5/0,1600 COLORADO GRP,1086.6,Top of Unit,Good Log
9060,00/10-29-064-23W5/0,1660 BADHEART FM,1171.7,Top of Unit,Good Log
9061,00/10-29-064-23W5/0,1700 CARDIUM FM,1225.3,Top of Unit,Good Log
9062,00/10-29-064-23W5/0,1760 CARDIUM SD,1242.7,Top of Unit,Good Log
9063,00/10-29-064-23W5/0,1860 SECOND WHITE SPECKS,1358.2,Top of Unit,Good Log
9064,00/10-29-064-23W5/0,1920 DUNVEGAN FM,1499.6,Top of Unit,Good Log
9065,00/10-29-064-23W5/0,1960 SHAFTESBURY FM,1552.7,Top of Unit,Questionable Log
9066,00/10-29-064-23W5/0,2060 BASE FISH SCALES MARKER,1626.1,Top of Unit,Good Log
9067,00/10-29-064-23W5/0,2280 PEACE RIVER FM,1659.0,Top of Unit,Good Log
9068,00/10-29-064-23W5/0,2320 CADOTTE MBR,1675.5,Top of Unit,Good Log
9069,00/10-29-064-23W5/0,2380 HARMON MBR,1720.6,Top of Unit,Good Log
9070,00/10-29-064-23W5/0,2640 SPIRIT RIVER FM,1727.3,Top of Unit,Good Log
9071,00/10-29-064-23W5/0,3260 GETHING FM,1977.8,Top of Unit,Good Log
9072,00/10-29-064-23W5/0,3480 CADOMIN FM,2076.9,Top of Unit,Good Log
9073,00/10-29-064-23W5/0,4140 FERNIE GRP,2122.9,Top of Unit,Good Log
9074,00/10-29-064-23W5/0,4440 NORDEGG MBR,2139.7,Top of Unit,Good Log
9075,00/10-29-064-23W5/0,5240 MONTNEY FM,2164.1,Top of Unit,Good Log
9076,00/10-29-064-23W5/0,5560 BELLOY FM,2272.3,Top of Unit,Good Log
9077,00/10-29-064-23W5/0,6120 DEBOLT FM,2295.1,Top of Unit,Good Log
9078,00/10-29-064-23W5/0,6400 SHUNDA FM,2411.0,Top of Unit,Good Log
9079,00/10-29-064-23W5/0,6420 PEKISKO FM,2499.4,Top of Unit,Good Log
9080,00/10-29-064-23W5/0,6440 BANFF FM,2554.2,Top of Unit,Good Log
9081,00/10-29-064-23W5/0,6480 EXSHAW FM,2743.2,Top of Unit,Good Log
9082,00/10-29-064-23W5/0,6580 WABAMUN GRP,2749.3,Top of Unit,Good Log
9083,00/10-29-064-23W5/0,6700 WINTERBURN GRP,2975.8,Top of Unit,Good Log
9084,00/10-29-064-23W5/0,7100 IRETON FM,3191.3,Top of Unit,Good Log
9085,00/10-29-064-23W5/0,7280 DUVERNAY FM,3358.9,Top of Unit,Good Log
9086,00/10-29-064-23W5/0,7440 BEAVERHILL LAKE GRP,3410.7,Top of Unit,Good Log
9087,00/10-29-064-23W5/0,7560 SWAN HILLS MBR,3426.0,Top of Unit,Good Log
9088,00/10-29-064-23W5/0,7645 WATT MTN FM,3502.2,Top of Unit,Good Log
9089,00/04-16-062-19W5/0,1400 LEA PARK FM,1033.3,Top of Unit,Good Log
9090,00/04-16-062-19W5/0,1600 COLORADO GRP,1124.4,Top of Unit,Good Log
9091,00/04-16-062-19W5/0,1760 CARDIUM SD,1291.1,Top of Unit,Good Log
9092,00/04-16-062-19W5/0,1860 SECOND WHITE SPECKS,1398.7,Top of Unit,Good Log
9093,00/04-16-062-19W5/0,2060 BASE FISH SCALES MARKER,1624.9,Top of Unit,Good Log
9094,00/04-16-062-19W5/0,2180 VIKING SANDSTONE,1674.6,Top of Unit,Good Log
9095,00/04-16-062-19W5/0,2440 BLAIRMORE GRP,1700.8,Top of Unit,Good Log
9096,00/04-16-062-19W5/0,3260 GETHING FM,1932.4,Top of Unit,Good Log
9097,00/04-16-062-19W5/0,4140 FERNIE GRP,1996.4,Top of Unit,Good Log
9098,00/04-16-062-19W5/0,4440 NORDEGG MBR,2034.5,Top of Unit,Good Log
9099,00/04-16-062-19W5/0,5000 TRIASSIC SYSTEM,2064.4,Top of Unit,Good Log
9100,00/04-16-062-19W5/0,6120 DEBOLT FM,2115.3,Top of Unit,Good Log
9101,00/04-16-062-19W5/0,6400 SHUNDA FM,2158.0,Top of Unit,Good Log
9102,00/04-16-062-19W5/0,6420 PEKISKO FM,2234.2,Top of Unit,Good Log
9103,00/04-16-062-19W5/0,6440 BANFF FM,2276.9,Top of Unit,Good Log
9104,00/04-16-062-19W5/0,6580 WABAMUN GRP,2471.9,Top of Unit,Good Log
9105,00/04-16-062-19W5/0,6700 WINTERBURN GRP,2695.0,Top of Unit,Good Log
9106,00/04-16-062-19W5/0,7100 IRETON FM,2913.9,Top of Unit,Good Log
9107,00/04-16-062-19W5/0,7280 DUVERNAY FM,3070.3,Top of Unit,Good Log
9108,00/04-16-062-19W5/0,7440 BEAVERHILL LAKE GRP,3136.4,Top of Unit,Good Log
9109,00/04-16-062-19W5/0,7635 ELK POINT GRP,3252.2,Top of Unit,Good Log
9110,00/16-29-061-16W5/0,1260 BELLY RIVER GRP,707.1,Top of Unit,Good Log
9111,00/16-29-061-16W5/0,1400 LEA PARK FM,961.0,Top of Unit,Good Log
9112,00/16-29-061-16W5/0,1600 COLORADO GRP,1072.0,Top of Unit,Good Log
9113,00/16-29-061-16W5/0,1700 CARDIUM FM,1236.0,Top of Unit,Good Log
9114,00/16-29-061-16W5/0,1860 SECOND WHITE SPECKS,1325.3,Top of Unit,Good Log
9115,00/16-29-061-16W5/0,2060 BASE FISH SCALES MARKER,1525.2,Top of Unit,Good Log
9116,00/16-29-061-16W5/0,2140 VIKING FM,1567.3,Top of Unit,Good Log
9117,00/16-29-061-16W5/0,2180 VIKING SANDSTONE,1577.0,Top of Unit,Good Log
9118,00/16-29-061-16W5/0,2360 JOLI FOU FM,1589.5,Top of Unit,Good Log
9119,00/16-29-061-16W5/0,2480 MANNVILLE GRP,1603.2,Top of Unit,Good Log
9120,00/16-29-061-16W5/0,3040 BLUESKY FM,1810.0,Top of Unit,Good Log
9121,00/16-29-061-16W5/0,3260 GETHING FM,1825.8,Top of Unit,Good Log
9122,00/16-29-061-16W5/0,4140 FERNIE GRP,1853.2,Top of Unit,Good Log
9123,00/16-29-061-16W5/0,4440 NORDEGG MBR,1911.1,Top of Unit,Good Log
9124,00/16-29-061-16W5/0,5000 TRIASSIC SYSTEM,1932.1,Top of Unit,Good Log
9125,00/16-29-061-16W5/0,5560 BELLOY FM,1941.6,Top of Unit,Good Log
9126,00/16-29-061-16W5/0,6400 SHUNDA FM,1962.9,Top of Unit,Good Log
9127,00/16-29-061-16W5/0,6420 PEKISKO FM,2005.6,Top of Unit,Good Log
9128,00/16-29-061-16W5/0,6440 BANFF FM,2057.4,Top of Unit,Good Log
9129,00/16-29-061-16W5/0,6480 EXSHAW FM,2229.6,Top of Unit,Good Log
9130,00/16-29-061-16W5/0,6580 WABAMUN GRP,2234.2,Top of Unit,Good Log
9131,00/16-29-061-16W5/0,6700 WINTERBURN GRP,2465.8,Top of Unit,Good Log
9132,00/16-29-061-16W5/0,7040 WOODBEND GRP,2607.6,Top of Unit,Good Log
9133,00/16-29-061-16W5/0,7280 DUVERNAY FM,2837.7,Top of Unit,Good Log
9134,00/16-29-061-16W5/0,7440 BEAVERHILL LAKE GRP,2891.3,Top of Unit,Good Log
9135,00/16-29-061-16W5/0,7560 SWAN HILLS MBR,2902.3,Top of Unit,Good Log
9136,00/16-29-061-16W5/0,7645 WATT MTN FM,3024.5,Top of Unit,Good Log
9137,00/16-29-061-16W5/0,7655 GILWOOD MBR,3032.8,Top of Unit,Good Log
9138,00/11-01-057-14W5/0,1260 BELLY RIVER GRP,864.1,Top of Unit,Good Log
9139,00/11-01-057-14W5/0,1400 LEA PARK FM,1129.0,Top of Unit,Good Log
9140,00/11-01-057-14W5/0,1600 COLORADO GRP,1225.3,Top of Unit,Good Log
9141,00/11-01-057-14W5/0,1760 CARDIUM SD,1394.5,Top of Unit,Good Log
9142,00/11-01-057-14W5/0,1860 SECOND WHITE SPECKS,1485.9,Top of Unit,Good Log
9143,00/11-01-057-14W5/0,2060 BASE FISH SCALES MARKER,1671.2,Top of Unit,Good Log
9144,00/11-01-057-14W5/0,2180 VIKING SANDSTONE,1706.9,Top of Unit,Good Log
9145,00/11-01-057-14W5/0,2480 MANNVILLE GRP,1744.4,Top of Unit,Good Log
9146,00/11-01-057-14W5/0,3000 GLAUCONITIC SS,1924.5,Top of Unit,Good Log
9147,00/11-01-057-14W5/0,3100 LOWER MANNVILLE FM,1934.3,Top of Unit,Good Log
9148,00/11-01-057-14W5/0,4400 POKER CHIP SH,1987.9,Top of Unit,Good Log
9149,00/11-01-057-14W5/0,4440 NORDEGG MBR,1998.9,Top of Unit,Good Log
9150,00/11-01-057-14W5/0,6400 SHUNDA FM,2059.5,Top of Unit,Good Log
9151,00/11-01-057-14W5/0,6420 PEKISKO FM,2065.6,Top of Unit,Good Log
9152,00/11-01-057-14W5/0,6440 BANFF FM,2088.2,Top of Unit,Good Log
9153,00/11-01-057-14W5/0,6480 EXSHAW FM,2263.7,Top of Unit,Good Log
9154,00/11-01-057-14W5/0,6580 WABAMUN GRP,2271.4,Top of Unit,Good Log
9155,00/11-01-057-14W5/0,6700 WINTERBURN GRP,2478.0,Top of Unit,Good Log
9156,00/11-01-057-14W5/0,7100 IRETON FM,2578.6,Top of Unit,Good Log
9157,00/11-01-057-14W5/0,7280 DUVERNAY FM,2871.5,Top of Unit,Good Log
9158,00/11-01-057-14W5/0,7400 MAJEAU LAKE FM,2892.6,Top of Unit,Good Log
9159,00/11-01-057-14W5/0,7440 BEAVERHILL LAKE GRP,2925.5,Top of Unit,Good Log
9160,00/11-01-057-14W5/0,7645 WATT MTN FM,3047.4,Top of Unit,Good Log
9161,00/11-01-057-14W5/0,7655 GILWOOD MBR,3055.9,Top of Unit,Good Log
9162,00/11-01-057-14W5/0,7685 MUSKEG FM,3078.2,Top of Unit,Good Log
9163,00/11-01-057-14W5/0,7857 CAMBRIAN SYSTEM,3093.7,Top of Unit,Questionable Log
9164,00/12-29-068-18W5/0,1400 LEA PARK FM,652.3,Top of Unit,Good Log
9165,00/12-29-068-18W5/0,1600 COLORADO GRP,745.8,Top of Unit,Good Log
9166,00/12-29-068-18W5/0,1660 BADHEART FM,801.3,Top of Unit,Good Log
9167,00/12-29-068-18W5/0,1700 CARDIUM FM,866.2,Top of Unit,Good Log
9168,00/12-29-068-18W5/0,1860 SECOND WHITE SPECKS,947.3,Top of Unit,Good Log
9169,00/12-29-068-18W5/0,1920 DUNVEGAN FM,1029.3,Top of Unit,Good Log
9170,00/12-29-068-18W5/0,2060 BASE FISH SCALES MARKER,1154.6,Top of Unit,Good Log
9171,00/12-29-068-18W5/0,2140 VIKING FM,1197.6,Top of Unit,Good Log
9172,00/12-29-068-18W5/0,2480 MANNVILLE GRP,1234.4,Top of Unit,Good Log
9173,00/12-29-068-18W5/0,3260 GETHING FM,1500.5,Top of Unit,Good Log
9174,00/12-29-068-18W5/0,4440 NORDEGG MBR,1584.4,Top of Unit,Good Log
