,Formatted UWI,Gas Sample Date,Intrvl Base,Intrvl Top,Res Fluid C1c,Res Fluid C2c,Res Fluid C3c,Res Fluid C6c,Res Fluid C7+c,Res Fluid CO2c,Res Fluid H2c,Res Fluid H2Sc,Res Fluid HEc,Res Fluid IC4c,Res Fluid IC5c,Res Fluid N2c,Res Fluid NC4c,Res Fluid NC5c
442,00/04-11-065-19W5/0,6/28/2006 00:00:00,2963.9,2939.8,66.52,16.08,7.8,0.44,0.45,2.06,0.01,0.05,0.06,1.07,0.59,1.58,2.6,0.69
443,00/04-11-065-19W5/0,3/25/2003 00:00:00,2963.9,2953.5,68.31,16.12,7.4,0.24,0.28,1.91,0.01,,0.06,0.93,0.42,1.68,2.19,0.45
444,00/04-11-065-19W5/0,6/28/2006 00:00:00,2963.9,2939.8,67.33,16.25,7.88,0.33,0.2,2.05,0.02,0.01,0.06,1.07,0.54,1.11,2.54,0.61
445,00/04-11-065-19W5/0,6/28/2006 00:00:00,2963.9,2939.8,68.39,15.95,7.85,0.21,0.11,1.96,0.06,0.05,0.02,1.05,0.47,1.03,2.36,0.49
446,00/10-25-066-20W5/0,2/27/1973 00:00:00,1621.54,1615.44,71.94,2.23,0.13,0.04,0.02,0.15,0.0,0.0,0.01,0.02,0.02,25.37,0.05,0.02
447,00/13-08-063-20W5/0,1/7/1977 00:00:00,3247.3,3203.4,74.49,6.52,1.76,0.08,0.01,4.81,1.51,5.55,0.19,0.5,0.25,3.31,0.82,0.2
448,00/11-28-068-19W5/0,12/23/1973 00:00:00,2819.4,2790.44,48.24,17.5,13.68,1.02,0.64,0.93,0.0,0.0,0.17,1.99,1.5,6.58,5.86,1.89
449,00/02-27-063-19W5/0,1/24/1992 00:00:00,3058.0,3009.0,63.33,23.69,7.5,0.07,0.09,1.06,,,0.03,1.0,0.31,0.81,1.81,0.3
450,00/02-27-063-19W5/0,5/20/1991 00:00:00,3058.0,3009.0,62.32,23.49,7.91,0.17,0.54,1.07,,,0.04,0.99,0.33,0.86,1.93,0.35
451,00/02-27-063-19W5/0,8/17/1990 00:00:00,3059.0,3009.0,61.72,24.83,7.52,0.13,0.14,1.03,0.0,0.0,0.03,1.09,0.36,0.81,1.98,0.36
452,00/02-27-063-19W5/0,11/20/1990 00:00:00,3058.0,3009.0,61.75,23.64,8.0,0.24,0.18,1.03,0.0,0.0,0.03,1.13,0.45,0.82,2.25,0.48
453,00/02-27-063-19W5/0,2/17/1990 00:00:00,3058.0,3009.0,62.26,23.79,7.92,0.16,0.1,0.96,0.0,0.0,0.03,1.04,0.38,0.91,2.05,0.4
454,00/02-27-063-19W5/0,2/24/1991 00:00:00,3058.0,3009.0,62.24,22.83,7.98,0.33,0.33,0.9,0.0,0.0,0.04,1.12,0.49,0.88,2.32,0.54
455,00/02-27-063-19W5/0,2/14/1990 00:00:00,3048.9,3009.0,60.11,21.18,9.69,0.39,0.47,1.07,0.0,0.0,0.04,1.37,0.71,0.94,3.22,0.81
456,00/05-31-065-06W5/0,8/21/1957 00:00:00,2167.13,2164.08,85.42,4.53,2.16,0.0,0.0,0.35,0.0,0.0,0.0,0.54,0.8,5.45,0.75,0.0
457,00/05-31-065-06W5/0,8/14/1957 00:00:00,2172.31,2160.42,82.79,4.61,2.72,0.0,0.0,0.81,0.0,0.0,0.0,0.66,1.3,5.84,1.27,0.0
458,00/02-18-063-18W5/0,10/26/1959 00:00:00,1543.51,922.02,91.23,4.21,1.47,0.0,0.05,0.0,0.0,0.0,0.0,0.3,0.48,1.92,0.34,0.0
459,00/02-18-063-18W5/0,11/23/1959 00:00:00,2558.8,2538.98,57.08,8.88,3.7,0.0,0.02,5.99,0.0,19.82,0.01,0.74,1.28,1.24,1.24,0.0
460,00/02-18-063-18W5/0,10/30/1959 00:00:00,1791.31,1766.93,84.07,6.24,4.36,0.0,0.0,0.94,0.0,0.0,0.03,0.63,1.04,1.53,1.16,0.0
461,00/02-18-063-18W5/0,6/28/1987 00:00:00,1569.1,1537.4,92.67,4.06,1.49,0.1,0.17,0.39,0.0,0.0,0.04,0.27,0.12,0.31,0.3,0.08
462,00/02-18-063-18W5/0,6/27/2006 00:00:00,1569.1,1537.4,92.16,4.02,1.51,0.08,0.11,0.45,0.0,0.0,0.04,0.26,0.12,0.88,0.3,0.07
463,00/02-18-063-18W5/0,6/27/2006 00:00:00,1569.1,1537.4,91.62,4.07,1.68,0.1,0.21,0.56,0.0,0.0,0.04,0.29,0.13,0.89,0.33,0.08
464,00/02-18-063-18W5/0,6/27/2006 00:00:00,1569.1,1537.4,91.81,4.09,1.52,0.09,0.19,0.53,0.0,0.0,0.05,0.28,0.12,0.94,0.3,0.08
465,00/10-01-065-18W5/0,12/25/1960 00:00:00,1644.4,1635.3,88.71,6.56,1.85,0.14,0.24,1.4,,,,0.29,0.13,0.13,0.41,0.14
466,00/10-01-065-18W5/0,12/27/1960 00:00:00,1660.0,1649.0,85.86,6.75,3.31,0.18,0.16,1.23,,,,0.41,0.25,0.6,0.96,0.29
467,00/10-01-065-18W5/0,1/10/1972 00:00:00,1391.11,1387.45,92.6,2.8,1.37,0.07,0.08,0.35,0.0,0.0,0.0,0.32,0.13,1.9,0.31,0.07
468,00/10-01-065-18W5/0,1/5/1961 00:00:00,1397.51,1386.84,91.62,2.54,1.41,0.09,0.0,0.49,0.0,0.0,0.0,0.31,0.11,3.08,0.31,0.04
469,00/10-01-065-18W5/0,7/25/2005 00:00:00,1391.1,1385.0,92.84,2.43,1.24,0.05,0.08,0.81,0.0,0.0,0.05,0.28,0.1,1.82,0.25,0.05
470,00/10-01-065-18W5/0,8/19/2004 00:00:00,1391.1,1385.0,92.42,2.41,1.24,0.05,0.13,0.76,0.0,0.0,0.05,0.28,0.1,2.25,0.26,0.05
471,00/10-01-065-18W5/0,2/26/2004 00:00:00,1391.1,1385.0,92.77,2.48,1.28,0.05,0.1,0.74,0.01,,0.04,0.29,0.1,1.83,0.26,0.05
472,00/10-01-065-18W5/0,5/3/2001 00:00:00,2248.0,2227.1,92.94,2.47,1.28,0.12,0.01,0.67,0.01,,0.05,0.3,0.12,1.68,0.28,0.07
473,00/10-07-060-17W5/0,10/16/1995 00:00:00,1936.0,1929.0,84.86,8.14,3.35,0.15,0.2,1.32,0.01,,0.02,0.45,0.2,0.27,0.81,0.22
474,00/10-07-060-17W5/0,1/22/1976 00:00:00,2622.5,2592.3,48.25,0.48,0.03,,,5.92,7.17,16.37,0.49,,,21.29,,
475,00/10-07-060-17W5/0,1/17/1976 00:00:00,2622.5,2592.32,48.25,0.48,0.03,0.0,0.0,5.92,7.17,16.37,0.49,0.0,0.0,21.29,0.0,0.0
476,00/10-16-064-22W5/0,1/16/1979 00:00:00,2057.4,2053.4,82.5,8.13,3.53,0.39,0.23,2.4,,,0.01,0.48,0.3,0.39,1.18,0.46
477,00/10-16-064-22W5/0,3/16/2000 00:00:00,2057.4,2053.4,83.6,7.93,3.43,0.23,0.04,2.27,,,0.02,0.49,0.27,0.27,1.08,0.37
478,00/10-16-064-22W5/0,10/30/1986 00:00:00,2056.4,2053.4,83.28,7.87,3.52,0.26,0.11,2.13,,,0.02,0.49,0.31,0.35,1.2,0.46
479,00/10-16-064-22W5/0,12/28/2005 00:00:00,2056.0,2052.5,81.79,8.27,3.88,0.29,0.13,2.35,0.0,0.0,0.02,0.57,0.39,0.23,1.48,0.6
480,00/10-16-064-22W5/0,10/30/1986 00:00:00,626.79,625.88,83.28,7.87,3.52,0.26,0.11,2.13,0.0,0.0,0.02,0.49,0.31,0.35,1.2,0.46
481,00/10-16-064-22W5/0,1/25/2007 00:00:00,2056.0,2052.5,82.62,8.01,3.65,0.37,0.12,2.32,0.01,0.0,0.01,0.51,0.34,0.24,1.31,0.5
482,00/10-16-064-22W5/0,4/6/2009 00:00:00,2056.0,2052.0,81.95,8.3,3.82,0.39,0.2,2.29,0.01,0.0,0.01,0.54,0.35,0.27,1.36,0.52
483,00/06-23-063-18W5/0,2/25/1971 00:00:00,2965.4,2947.42,71.94,14.17,6.95,0.24,0.22,0.11,0.0,0.0,0.0,0.8,0.41,2.58,2.16,0.42
484,00/10-25-063-18W5/0,2/12/1963 00:00:00,1759.92,1756.26,88.64,5.24,2.74,0.31,0.06,0.95,0.0,0.0,0.0,0.32,0.2,0.45,0.84,0.24
485,00/10-25-063-18W5/0,2/10/1963 00:00:00,1736.75,1719.99,88.03,5.9,2.92,0.17,0.0,0.31,0.0,0.0,0.0,0.45,0.18,1.22,0.65,0.17
486,00/10-25-063-18W5/0,6/27/2006 00:00:00,1480.7,1477.4,87.93,3.79,1.9,0.15,0.19,0.79,0.0,0.0,0.01,0.35,0.17,4.13,0.45,0.14
487,00/10-25-063-18W5/0,3/21/1980 00:00:00,1480.7,1477.4,85.84,7.6,2.98,0.34,0.38,0.8,0.0,0.0,0.09,0.45,0.34,0.15,0.76,0.27
488,00/10-25-063-18W5/0,4/5/1980 00:00:00,1480.7,1477.4,88.7,6.02,2.8,0.18,0.11,0.02,0.02,0.0,0.01,0.41,0.25,0.51,0.74,0.23
489,00/10-25-063-18W5/0,6/27/2006 00:00:00,1480.7,1477.4,87.72,5.18,2.58,0.2,0.45,0.49,0.02,0.0,0.04,0.39,0.24,1.8,0.68,0.21
490,00/06-03-051-07W5/0,6/14/1978 00:00:00,2271.7,2262.2,63.05,2.4,0.02,,,5.7,,23.46,,,,5.37,,
491,00/06-03-051-07W5/0,6/1/1978 00:00:00,1804.42,1783.69,82.36,7.61,3.84,0.71,0.67,0.87,0.0,0.0,0.0,0.68,0.41,0.96,1.43,0.46
492,00/02-14-064-18W5/0,10/25/2000 00:00:00,1821.5,1813.5,76.91,13.12,5.14,0.06,0.1,1.24,,,0.19,0.37,0.11,1.71,0.91,0.14
493,00/02-14-064-18W5/0,3/1/1964 00:00:00,2962.66,2950.46,77.6,12.82,4.75,0.14,0.12,1.08,0.0,0.0,0.0,0.43,0.14,1.6,1.07,0.25
494,00/02-14-064-18W5/0,6/27/2003 00:00:00,820.4,816.6,63.46,14.65,11.79,0.36,0.28,3.06,0.01,0.5,0.01,0.99,0.52,0.13,3.47,0.77
495,00/02-14-064-18W5/0,2/27/2000 00:00:00,2958.4,2953.5,74.36,13.74,6.13,0.13,0.09,1.23,0.01,,0.15,0.67,0.29,1.24,1.64,0.32
496,00/02-14-064-18W5/0,1/24/2002 00:00:00,2303.5,2301.5,22.91,0.92,0.08,0.03,0.05,1.74,17.63,54.95,0.14,0.01,0.01,1.41,0.03,0.09
497,00/10-29-059-18W5/0,9/3/1970 00:00:00,3189.4,3167.5,30.45,9.95,7.47,1.94,2.2,3.44,,32.96,,2.27,1.86,0.88,4.57,2.01
498,00/10-29-059-18W5/0,9/3/1970 00:00:00,3189.4,3167.5,55.24,8.14,3.73,1.1,5.48,3.64,,17.62,,0.85,0.71,1.02,1.68,0.79
499,00/10-29-059-18W5/0,9/3/1970 00:00:00,3189.4,3167.5,62.11,8.5,3.53,0.45,0.36,3.91,,17.16,,0.68,0.44,1.1,1.31,0.45
500,00/10-29-059-18W5/0,9/3/1970 00:00:00,3189.43,3167.48,30.45,9.95,7.47,1.94,2.2,3.44,0.0,32.96,0.0,2.27,1.86,0.88,4.57,2.01
501,00/10-29-059-18W5/0,9/3/1970 00:00:00,3189.43,3167.48,61.76,8.5,3.53,0.45,0.71,3.91,0.0,17.16,0.0,0.68,0.44,1.1,1.31,0.45
502,00/10-29-059-18W5/0,9/3/1970 00:00:00,3189.43,3167.48,4.33,6.76,11.2,5.28,5.63,1.42,0.0,34.69,0.0,5.21,5.42,2.76,11.43,5.87
503,00/10-29-059-18W5/0,1/24/2007 00:00:00,3189.4,3167.5,87.72,6.57,2.67,0.08,0.12,1.13,0.01,0.0,0.02,0.31,0.13,0.51,0.59,0.14
504,00/10-29-059-18W5/0,2/19/2008 00:00:00,3189.4,3167.5,59.98,7.17,3.82,0.29,0.16,4.26,0.01,20.3,0.11,0.77,0.48,0.82,1.36,0.47
505,00/10-29-059-18W5/0,5/11/2012 00:00:00,3189.4,3167.5,68.6,5.59,3.74,1.87,3.14,6.31,0.03,0.99,0.0,1.19,0.92,3.76,2.51,1.35
506,00/10-29-059-18W5/0,7/20/2010 00:00:00,3189.4,3167.5,62.76,6.99,2.9,0.11,0.06,3.7,0.12,18.88,0.08,0.71,0.28,2.02,1.16,0.23
507,00/10-29-059-18W5/0,12/4/2008 00:00:00,3189.4,3167.5,65.61,7.86,3.04,0.22,0.07,3.92,0.16,15.16,0.1,0.77,0.41,0.98,1.32,0.38
508,00/10-29-059-18W5/0,6/11/2009 00:00:00,3189.4,3167.5,61.35,7.77,2.81,0.46,0.39,3.46,0.26,19.8,0.07,0.7,0.43,0.86,1.18,0.46
509,00/12-25-069-19W5/0,3/8/1973 00:00:00,1546.7,1527.0,89.22,6.18,2.67,0.04,0.06,0.11,0.04,,0.02,0.26,0.11,0.48,0.68,0.13
510,00/06-10-061-17W5/0,11/17/1977 00:00:00,3017.2,3010.5,4.16,0.17,0.01,,,13.86,1.51,73.06,0.06,,,7.17,,
511,00/11-32-056-13W5/0,12/17/1977 00:00:00,3007.2,3005.3,90.93,2.85,0.91,0.1,0.09,2.2,,0.01,,0.24,0.15,2.02,0.37,0.13
512,00/11-32-056-13W5/0,12/17/1977 00:00:00,3007.2,3005.3,89.57,3.36,0.92,0.1,0.06,3.05,,0.03,,0.21,0.14,2.09,0.34,0.13
513,00/11-32-056-13W5/0,11/21/1977 00:00:00,3013.86,2998.01,92.29,2.35,0.9,0.1,0.18,1.34,0.0,0.0,0.0,0.2,0.15,1.94,0.41,0.14
514,00/11-32-056-13W5/0,11/21/1977 00:00:00,3013.86,2998.01,92.29,2.35,0.9,0.1,0.1,1.34,0.0,0.0,0.0,0.28,0.15,1.94,0.41,0.14
515,00/10-18-063-21W5/0,3/2/2001 00:00:00,2043.37,2039.11,85.21,7.58,2.86,0.22,0.22,1.95,,,0.02,0.39,0.2,0.26,0.85,0.24
516,00/10-18-063-21W5/0,2/13/2008 00:00:00,2053.0,2039.1,87.18,6.98,2.36,0.07,0.1,1.99,0.0,0.0,0.03,0.28,0.1,0.31,0.5,0.1
517,00/10-18-063-21W5/0,9/27/1975 00:00:00,2057.4,2039.11,88.16,7.75,1.55,0.16,0.19,0.97,0.06,0.0,0.01,0.27,0.15,0.29,0.32,0.12
518,00/11-27-062-20W5/0,5/7/1987 00:00:00,1963.5,1953.8,86.42,7.43,2.14,0.08,0.15,2.74,,,,0.31,0.13,0.04,0.44,0.12
519,00/11-27-062-20W5/0,5/22/1980 00:00:00,1959.5,1949.8,88.9,6.12,1.57,0.08,0.24,2.15,,,,0.26,0.12,0.14,0.33,0.09
520,00/11-27-062-20W5/0,10/6/1967 00:00:00,3185.5,3182.4,31.94,11.56,7.58,1.37,2.18,3.27,,32.33,,2.34,1.44,0.32,4.23,1.44
521,00/11-27-062-20W5/0,9/13/1961 00:00:00,3195.5,3188.2,58.56,8.44,4.2,0.62,1.23,3.28,,17.63,,1.07,0.62,1.63,2.04,0.68
522,00/11-27-062-20W5/0,9/13/1961 00:00:00,3195.5,3188.2,56.78,8.2,4.25,0.45,1.37,3.16,,15.05,,1.15,0.7,5.8,2.29,0.8
523,00/11-27-062-20W5/0,12/12/1968 00:00:00,1950.7,1949.5,81.74,7.68,3.68,0.58,1.04,1.64,,,0.01,0.8,0.58,0.23,1.45,0.57
524,00/11-27-062-20W5/0,7/23/1961 00:00:00,3185.5,3182.4,36.46,10.52,7.52,0.94,0.83,2.94,,30.65,0.01,2.38,1.37,0.76,4.29,1.33
525,00/11-27-062-20W5/0,10/4/1967 00:00:00,3185.5,3182.4,62.94,8.29,3.11,0.45,0.59,3.86,,16.28,0.16,0.81,0.44,1.28,1.33,0.46
526,00/11-27-062-20W5/0,10/6/1967 00:00:00,3185.5,3182.4,65.34,7.91,2.85,0.22,0.24,3.65,,16.38,0.17,0.57,0.22,1.28,0.96,0.21
527,00/11-27-062-20W5/0,9/10/1961 00:00:00,3187.6,3172.36,16.2,14.34,10.07,3.2,2.69,4.42,0.0,25.76,0.0,2.92,2.4,9.65,5.82,2.53
528,00/11-27-062-20W5/0,8/30/1961 00:00:00,2164.08,2127.5,84.58,4.97,2.06,0.51,0.14,2.86,0.0,0.0,0.01,0.46,0.36,2.61,1.08,0.36
529,00/11-27-062-20W5/0,8/10/1961 00:00:00,1978.15,1958.34,89.21,6.08,1.86,0.23,0.0,1.34,0.0,0.0,0.02,0.27,0.12,0.41,0.4,0.06
530,00/11-21-064-25W5/0,12/14/1973 00:00:00,3081.53,3057.14,53.99,9.59,7.78,0.56,0.42,4.38,0.0,14.65,0.0,1.44,0.86,2.66,2.91,0.76
531,00/11-21-064-25W5/0,12/13/1973 00:00:00,3081.53,3057.14,67.72,6.86,4.37,0.36,0.35,3.08,0.05,9.25,0.0,0.82,0.61,4.4,1.7,0.43
532,00/11-21-064-25W5/0,1/7/1974 00:00:00,3877.06,3083.05,47.46,9.28,10.91,2.22,1.99,1.25,0.1,0.0,0.0,3.23,2.77,10.5,7.56,2.73
533,00/10-18-065-23W5/0,11/10/1962 00:00:00,3445.5,3424.4,55.09,23.07,13.0,0.15,0.12,1.14,,,0.19,1.33,0.54,1.74,3.2,0.43
534,00/10-18-065-23W5/0,9/9/1968 00:00:00,3445.46,3424.37,0.08,0.66,3.12,24.68,46.57,0.01,0.0,0.0,0.0,1.96,5.86,0.03,7.44,9.59
535,00/10-18-065-23W5/0,6/11/1963 00:00:00,3445.46,3424.37,55.09,23.07,13.0,0.15,0.12,1.14,0.0,0.0,0.19,1.33,0.54,1.74,3.2,0.43
536,00/10-18-065-23W5/0,6/21/2009 00:00:00,3429.3,3424.4,77.45,10.22,5.04,0.34,0.35,1.1,0.01,0.0,0.18,0.86,0.5,1.76,1.72,0.48
537,00/12-35-061-18W5/0,8/2/1978 00:00:00,1868.9,1865.3,88.04,5.84,2.11,0.11,0.05,2.04,,,,0.38,0.25,0.35,0.52,0.31
538,00/12-35-061-18W5/0,4/4/1976 00:00:00,1876.04,1860.8,82.24,6.46,1.62,0.02,0.01,1.16,0.0,0.0,0.0,0.28,0.09,7.72,0.35,0.05
539,00/12-35-061-18W5/0,4/3/1976 00:00:00,1611.17,1604.77,79.16,6.4,2.59,0.15,0.19,1.0,0.0,0.0,0.02,0.38,0.21,9.04,0.67,0.19
540,00/12-35-061-18W5/0,4/5/1976 00:00:00,1991.87,1979.68,77.59,11.24,5.44,0.24,0.07,0.0,0.01,0.0,0.0,0.74,0.26,2.31,1.69,0.41
541,00/12-35-061-18W5/0,4/3/1976 00:00:00,1611.17,1604.77,81.78,7.62,2.36,0.26,0.47,0.41,0.01,0.0,0.0,0.3,0.24,5.7,0.62,0.23
542,00/12-35-061-18W5/0,8/14/2016 00:00:00,1868.9,1606.0,87.48,6.25,2.46,0.2,0.25,1.4,0.01,0.0,0.02,0.38,0.23,0.45,0.66,0.21
543,00/12-35-061-18W5/0,1/6/2014 00:00:00,1868.9,1606.0,88.85,6.04,1.95,0.11,0.1,1.46,0.01,0.0,0.02,0.31,0.14,0.47,0.43,0.11
544,00/12-35-061-18W5/0,8/16/2003 00:00:00,1883.0,1606.0,86.57,6.53,3.05,0.26,0.29,0.58,0.01,,0.03,0.46,0.29,0.81,0.86,0.26
545,00/12-35-061-18W5/0,4/1/1976 00:00:00,3062.02,3029.71,76.79,11.73,3.83,0.18,0.0,0.07,0.02,0.0,0.08,0.61,0.4,4.56,1.31,0.42
546,00/12-35-061-18W5/0,11/18/2010 00:00:00,1611.0,1606.0,82.99,6.01,3.21,0.39,0.42,0.81,0.03,0.0,0.02,0.56,0.48,3.47,1.13,0.48
547,00/12-35-061-18W5/0,4/4/1976 00:00:00,1876.04,1860.8,87.89,6.51,1.46,0.04,0.01,0.55,0.08,0.0,0.0,0.22,0.08,2.84,0.27,0.05
548,00/12-35-061-18W5/0,8/8/2008 00:00:00,1611.0,1060.0,87.22,6.44,2.6,0.17,0.43,1.36,0.08,0.0,0.02,0.41,0.21,0.19,0.66,0.21
549,00/12-35-061-18W5/0,10/10/2014 00:00:00,1868.9,1606.0,86.82,6.2,2.31,0.18,0.25,1.38,0.31,0.0,0.02,0.36,0.21,1.18,0.6,0.18
550,00/12-35-061-18W5/0,8/12/2011 00:00:00,1868.9,1606.0,86.71,5.57,1.54,0.13,0.19,1.25,2.81,0.49,0.01,0.25,0.12,0.46,0.35,0.12
551,00/06-13-060-18W5/0,5/10/1984 00:00:00,1976.9,1975.1,86.56,7.23,2.53,0.19,0.61,1.19,,,,0.34,0.17,0.4,0.6,0.18
552,00/06-13-060-18W5/0,7/25/1988 00:00:00,1976.9,1975.1,84.63,7.37,2.72,0.18,0.03,1.35,,,0.02,0.44,0.22,2.07,0.74,0.23
553,00/06-13-060-18W5/0,4/13/1977 00:00:00,1981.8,1980.0,85.13,8.62,2.58,0.2,0.38,1.3,,,0.05,0.36,0.21,0.24,0.69,0.24
554,00/06-13-060-18W5/0,10/5/1981 00:00:00,1976.9,1975.1,87.82,7.31,2.46,0.08,0.05,0.99,0.0,0.0,0.01,0.3,0.12,0.38,0.36,0.12
555,00/06-13-060-18W5/0,1/27/1983 00:00:00,1976.9,1975.1,85.21,8.09,3.44,0.15,0.09,1.08,0.0,0.0,0.01,0.45,0.16,0.44,0.73,0.15
556,00/06-13-060-18W5/0,1/27/1983 00:00:00,1976.9,1975.1,86.65,7.06,2.78,0.03,0.01,1.11,0.0,0.0,0.01,0.47,0.23,0.57,0.86,0.22
557,00/06-13-060-18W5/0,8/2/2001 00:00:00,1976.9,1975.1,86.08,7.56,2.66,0.15,0.33,1.32,0.01,,0.01,0.36,0.16,0.59,0.61,0.16
558,00/06-13-060-18W5/0,3/5/1977 00:00:00,1978.15,1950.11,86.29,8.72,2.75,0.14,0.11,0.18,0.05,0.0,0.0,0.38,0.19,0.28,0.69,0.21
559,00/12-33-055-13W5/0,1/9/1963 00:00:00,2072.0,2062.9,70.38,11.66,7.7,0.92,0.5,1.82,,0.87,,0.8,0.71,0.51,2.94,1.19
560,00/12-33-055-13W5/0,1/9/1963 00:00:00,2072.03,2062.89,70.38,11.66,7.7,0.92,0.5,1.82,0.0,0.87,0.0,0.8,0.71,0.51,2.94,1.19
561,00/07-22-063-24W5/0,3/10/1980 00:00:00,2220.5,2215.6,82.73,10.7,2.4,0.21,0.27,1.67,0.0,0.0,0.01,0.39,0.22,0.51,0.66,0.23
562,00/07-22-063-24W5/0,12/18/1976 00:00:00,2223.21,2214.07,87.74,7.28,2.55,0.24,0.26,0.0,0.01,0.0,0.02,0.39,0.26,0.33,0.67,0.25
563,00/14-29-048-06W5/0,11/4/1953 00:00:00,896.42,875.08,97.34,0.46,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0
564,00/06-34-054-15W5/0,5/3/1971 00:00:00,3196.1,3191.9,63.24,4.88,2.49,0.71,0.68,6.65,,16.68,,0.94,0.75,0.78,1.5,0.7
565,00/06-34-054-15W5/0,5/3/1971 00:00:00,3196.1,3191.9,80.0,3.07,0.85,0.12,0.24,5.84,,7.88,0.03,0.21,0.11,1.28,0.28,0.09
566,00/06-34-054-15W5/0,8/4/1971 00:00:00,3196.1,3191.9,79.8,3.17,0.87,0.11,0.27,6.12,0.01,7.52,0.03,0.24,0.14,1.27,0.33,0.12
567,00/06-34-054-15W5/0,12/4/1986 00:00:00,3196.1,3191.9,79.56,3.04,0.84,0.14,0.3,6.59,0.04,8.36,0.03,0.22,0.12,0.38,0.28,0.1
568,00/06-34-054-15W5/0,12/4/1986 00:00:00,3196.1,3191.9,79.67,3.04,0.84,0.13,0.19,6.6,0.04,8.36,0.03,0.22,0.12,0.38,0.28,0.1
569,00/12-01-064-24W5/0,8/28/1961 00:00:00,1594.7,1590.1,83.55,9.28,3.68,0.19,0.24,0.51,,,,0.48,0.27,0.62,0.94,0.24
570,00/12-01-064-24W5/0,6/27/1973 00:00:00,1594.7,1590.8,85.05,8.16,3.62,0.16,0.27,0.37,,,0.02,0.46,0.28,0.48,0.89,0.24
571,00/12-01-064-24W5/0,3/29/1969 00:00:00,1594.71,1590.14,83.74,9.28,3.66,0.16,0.16,0.51,0.0,0.0,0.0,0.47,0.26,0.62,0.92,0.22
572,00/12-01-064-24W5/0,11/1/1961 00:00:00,1593.8,1591.97,85.44,7.45,3.48,0.31,0.0,0.45,0.0,0.0,0.0,0.43,0.21,1.13,0.9,0.2
573,00/12-01-064-24W5/0,3/29/1969 00:00:00,1594.71,1590.14,80.6,8.33,3.57,0.18,0.18,0.46,0.0,0.0,0.0,0.43,0.27,4.85,0.9,0.23
574,00/12-01-064-24W5/0,12/11/1997 00:00:00,1594.7,1590.1,87.51,6.57,2.8,0.17,0.16,0.46,0.0,0.0,0.03,0.44,0.25,0.54,0.76,0.21
575,00/12-01-064-24W5/0,12/11/1997 00:00:00,1594.7,1590.1,85.15,7.66,3.66,0.21,0.21,0.4,0.0,0.0,0.03,0.48,0.33,0.6,0.98,0.29
576,00/12-01-064-24W5/0,2/27/1981 00:00:00,1594.0,1592.0,85.68,7.88,3.55,0.14,0.08,0.0,0.0,0.0,0.03,0.46,0.3,0.67,0.94,0.27
577,00/12-01-064-24W5/0,3/1/1997 00:00:00,1594.7,1590.1,85.18,7.6,3.59,0.15,0.14,0.6,0.0,0.0,0.03,0.48,0.3,0.67,1.0,0.26
578,00/12-01-064-24W5/0,2/27/1981 00:00:00,1594.0,1592.0,86.09,7.94,3.45,0.07,0.02,0.0,0.0,0.0,0.03,0.43,0.23,0.69,0.85,0.2
579,00/12-01-064-24W5/0,3/10/2001 00:00:00,1594.7,1590.1,84.91,7.65,3.72,0.19,0.13,0.45,0.0,0.0,0.03,0.52,0.33,0.7,1.1,0.27
580,00/12-01-064-24W5/0,7/22/1999 00:00:00,1594.7,1590.1,84.53,7.83,3.74,0.25,0.23,0.47,0.0,0.0,0.03,0.53,0.35,0.7,1.03,0.31
581,00/12-01-064-24W5/0,3/4/2009 00:00:00,1594.7,1590.1,84.31,7.72,3.79,0.24,0.27,0.59,0.01,0.0,0.03,0.57,0.36,0.68,1.12,0.32
582,00/12-01-064-24W5/0,4/2/2012 00:00:00,1594.7,1590.1,84.04,7.68,3.76,0.21,0.21,0.76,0.01,0.0,0.04,0.53,0.34,0.99,1.12,0.32
583,00/12-01-064-24W5/0,4/2/2012 00:00:00,1594.7,1590.1,84.42,7.65,3.48,0.21,0.22,1.02,0.01,0.0,0.05,0.5,0.31,0.82,1.01,0.31
584,00/12-01-064-24W5/0,1/12/2007 00:00:00,1594.7,1590.1,85.51,7.21,3.21,0.19,0.14,0.88,0.01,0.0,0.05,0.49,0.28,0.87,0.92,0.25
585,00/12-01-064-24W5/0,3/1/2008 00:00:00,1594.7,1590.1,84.82,7.46,3.29,0.28,0.32,0.83,0.01,0.0,0.06,0.49,0.32,0.86,0.97,0.3
586,00/12-01-064-24W5/0,10/17/2007 00:00:00,1594.7,1590.1,84.93,7.32,3.23,0.26,0.28,0.94,0.01,0.0,0.07,0.47,0.29,0.99,0.94,0.28
587,00/04-18-065-23W5/0,3/30/2006 00:00:00,3446.4,3413.6,76.53,11.47,5.22,0.2,0.16,1.29,0.0,0.0,0.21,0.69,0.39,1.92,1.54,0.38
588,00/11-05-055-15W5/0,11/8/1975 00:00:00,2165.9,2161.6,78.4,10.21,5.38,0.2,0.57,2.21,,,,0.69,0.3,0.47,1.28,0.29
589,00/11-05-055-15W5/0,10/5/1975 00:00:00,2192.12,2156.76,71.29,12.98,7.0,0.99,1.57,0.18,0.01,0.0,0.01,1.0,0.58,1.82,1.85,0.72
